director_name_id,director_name,actor_name,,
1001,Bart Freundlich,Kevin G. Schmidt,,
570,Irwin Winkler,Kristin Scott Thomas,,
465,Danny Boyle,Michael Stuhlbarg,,
127,Chris Columbus,Shawn Roberts,,
761,Miguel Arteta,Fred Willard,,
1002,William A. Fraker,Michael Horse,,
1003,John Boorman,Mark Margolis,,
210,Brian De Palma,John McMartin,,
1004,Courtney Solomon,Bruce Payne,,
107,Ang Lee,Henry Czerny,,
341,Rob Reiner,Frankie Valli,,
1005,Jeff Kanew,Kellie Martin,,
1006,István Szabó,Juliet Stevenson,,
452,Adrian Lyne,Kim Chan,,
1007,Matthew Robbins,Albert Salmi,,
789,Michael Hoffman,Anne-Marie Duff,,
25,Tim Burton,Martin Landau,,
690,Jason Reitman,Brooke Smith,,
195,Sergey Bodrov,Honglei Sun,,
130,Guy Ritchie,Tom Wilkinson,,
1008,Hal Needham,Henry Silva,,
86,Kenneth Branagh,Richard Briers,,
546,Bruce Beresford,Aden Young,,
1009,Jeff Nichols,Paul Sparks,,
697,Woody Allen,Fisher Stevens,,
1010,Jonathan Teplitzky,Sam Reid,,
114,NA,Dallas Roberts,,
1011,Michael Haneke,Leonie Benesch,,
1012,Zack Ward,James Cullen Bressack,,
1013,Mike Marvin,Nick Cassavetes,,
241,D.J. Caruso,Anthony LaPaglia,,
555,Nimród Antal,Lars Ulrich,,
1014,Gregor Jordan,Lou Taylor Pucci,,
114,NA,Katharina Schüttler,,
1015,Tran Anh Hung,Shawn Yue,,
1016,Lance Hool,Mark Moses,,
234,George A. Romero,Joseph Pilato,,
169,Chuck Russell,Amanda Schull,,
1017,Christian Volckman,Kevork Malikyan,,
872,Jon Cassar,Michael Wincott,,
811,Richard Fleischer,Sandahl Bergman,,
1018,Rodrigo Cortés,Craig Roberts,,
561,Greg Mottola,Kevin Corrigan,,
796,Tyler Perry,Derek Luke,,
1019,David Hayter,Stephen McHattie,,
108,Jon M. Chu,Luis Rosado,,
1020,Cory Edwards,Jim Belushi,,
1021,Terry George,Hakeem Kae-Kazim,,
1022,Xavier Gens,Ulrich Thomsen,,
1023,Kasi Lemmons,Vondie Curtis-Hall,,
1024,Brian A Miller,Jessica Lowndes,,
1025,Matt Dillon,Rob Campbell,,
316,Alejandro Amenábar,Eric Sykes,,
1,James Cameron,Jenette Goldstein,,
1026,George Cukor,Theodore Bikel,,
420,Jim Gillespie,Anne Heche,,
627,Luke Greenfield,James D'Arcy,,
691,Alexander Payne,M.C. Gainey,,
427,Jay Chandrasekhar,Jay Chandrasekhar,,
470,John Carpenter,P.J. Soles,,
188,Yimou Zhang,Maggie Cheung,,
1027,John Hoffman,Kevin Nealon,,
580,Malcolm D. Lee,Eddie Cibrian,,
797,Joe Carnahan,Alex Rocco,,
1028,Kevin Greutert,Betsy Russell,,
334,Michael Lehmann,Paulo Costanzo,,
29,Joseph Kosinski,James Frain,,
1029,John Fortenberry,Dan Hedaya,,
986,Daniel Barnz,Erik Knudsen,,
631,Alexandre Aja,Vinessa Shaw,,
401,Sam Weisman,Mary McCormack,,
727,Niki Caro,Diana Maria Riva,,
1030,Erik White,Shad Moss,,
1031,Chris Robinson,Malika,,
1032,Jason Moore,Ben Platt,,
622,Michael Tollin,Bruce Davison,,
7,Sam Raimi,Chelcie Ross,,
1033,Robert Harmon,Marc Blucas,,
1034,Trent Cooper,Megyn Price,,
1035,Gary Halvorson,Caroll Spinney,,
275,Antoine Fuqua,Armando Riesco,,
1036,Nicholas Ray,John Ireland,,
1037,Fede Alvarez,Ellen Sandweiss,,
373,Donald Petrie,Rachel Dratch,,
167,Paul Weitz,Chris Klein,,
1038,Sidney J. Furie,William Hootkins,,
1039,Ian Iqbal Rashid,Conrad Coates,,
1040,Wayne Kramer,Ivana Milicevic,,
1041,Rowdy Herrington,Paul Freeman,,
1042,Jim Goddard,Clyde Kusatsu,,
223,Neil Burger,Jake Wood,,
1043,Noel Marshall,Zakes Mokae,,
134,Joel Schumacher,Gerard McSorley,,
1044,Andrea Di Stefano,Carlos Bardem,,
827,Richard Kelly,Chris Andrew Ciulla,,
1045,Guillaume Ivernel,Mary Mouser,,
1046,Jack Smight,Paul Winfield,,
1047,Todd Lincoln,Tim Williams,,
1048,Howard Zieff,Griffin Dunne,,
1049,Steven Shainberg,Matt Servitto,,
223,Neil Burger,Jake Wood,,
79,Oliver Stone,James Karen,,
107,Ang Lee,Tom Wilkinson,,
1050,Julian Jarrold,Laurence Fox,,
1051,Joe Nussbaum,Samm Levine,,
1052,Vadim Perelman,Ron Eldard,,
111,Peter Weir,Kurtwood Smith,,
1053,Peter Farrelly,Teri Garr,,
341,Rob Reiner,Harley Jane Kozak,,
860,Sidney Lumet,Jack Warden,,
236,Todd Phillips,Paulo Costanzo,,
356,Brian Robbins,Mark Walters,,
1054,Michel Hazanavicius,Beth Grant,,
332,David S. Goyer,Rachel Brosnahan,,
471,Wes Anderson,Bob Balaban,,
89,Jonathan Liebesman,Lew Temple,,
1055,Cyrus Nowrasteh,Finn Ireland,,
1056,Perry Andelin Blake,James Brolin,,
38,Guillermo del Toro,Sergi López,,
114,NA,Riley Smith,,
434,John Whitesell,Paul Sorvino,,
266,John Singleton,Angell Conwell,,
1057,Christian E. Christiansen,Frances Fisher,,
576,Dennie Gordon,Fred Ward,,
1058,Sheldon Lettich,Kamel Krifa,,
230,Edgar Wright,Billie Whitelaw,,
1059,Diane English,Debra Messing,,
697,Woody Allen,Christopher Evan Welch,,
1060,Peter Flinth,Vincent Perez,,
904,Jon Lucas,Jada Pinkett Smith,,
1061,Robert Iscove,Tsianina Joelson,,
1062,Peter Kosminsky,Marc Donato,,
415,Karyn Kusama,Cynthia Stevenson,,
1063,Nick Gomez,Tracey Walter,,
697,Woody Allen,Julie Kavner,,
992,Vic Armstrong,Quinton Aaron,,
1064,Allen Coulter,Ruby Jerins,,
1065,Clare Kilner,Trent Ford,,
836,Richard Benjamin,Tony Jay,,
251,Jonathan Demme,Jason Robards,,
1066,Josef Rusnak,Brad William Henke,,
1067,Lance Rivera,Jenifer Lewis,,
1068,Ronald Neame,Brian Keith,,
1069,Bruce Paltrow,Huey Lewis,,
697,Woody Allen,Treat Williams,,
1070,Adam Rifkin,Shannon Tweed,,
504,Russell Mulcahy,Celia Imrie,,
1071,Susanne Bier,Robin Weigert,,
1072,Kenneth Johnson,Hill Harper,,
762,James Gray,Angela Sarafyan,,
1073,James Ivory,Lynn Redgrave,,
465,Danny Boyle,Tuppence Middleton,,
1074,Jessy Terrero,Tom Arnold,,
1075,Dany Boon,Michel Galabru,,
1076,Vicente Amorim,Steven Mackintosh,,
1077,Gaspar Noé,Olly Alexander,,
942,Amy Heckerling,Ivan Sergei,,
645,Lasse Hallström,Joan Allen,,
1078,Jérôme Salle,Conrad Kemp,,
1079,Tommy Lee Jones,Miranda Otto,,
1080,Jesse Vaughan,Kevin Pollak,,
114,NA,Tommy Karlsen,,
843,Atom Egoyan,Charles Aznavour,,
1081,William Bindley,William Shockley,,
1082,Wayne Beach,Fisher Stevens,,
1083,Gérard Krawczyk,Michel Muller,,
67,James Gunn,Tania Saulnier,,
226,Martin Brest,James Russo,,
127,Chris Columbus,Catherine O'Hara,,
854,Leonard Nimoy,Steve Guttenberg,,
208,Sydney Pollack,Teri Garr,,
166,Tony Scott,Adrian Pasdar,,
107,Ang Lee,Sihung Lung,,
3,Sam Mendes,Ara Celi,,
324,Tom Hooper,Derek Jacobi,,
247,Ivan Reitman,Hugh O'Brian,,
114,NA,Jason Wiles,,
1084,Udayan Prasad,William Hurt,,
39,Steven Spielberg,Dana Ivey,,
1085,JK Youn,Kyung-gu Sol,,
205,Timur Bekmambetov,Moises Arias,,
1086,Morten Tyldum,Allen Leech,,
1048,Howard Zieff,Alan Oppenheimer,,
78,Michael Apted,Levon Helm,,
209,Thor Freudenthal,Rachael Harris,,
1087,Andrés Muschietti,Isabelle Nélisse,,
470,John Carpenter,P.J. Soles,,
371,Harold Ramis,Jane Krakowski,,
900,Jeff Tremaine,Grasie Mercedes,,
492,Stephen Frears,Alex Jennings,,
25,Tim Burton,Glenn Shadix,,
796,Tyler Perry,Lamman Rucker,,
1088,Gillian Armstrong,Eric Stoltz,,
1089,James Watkins,Jessica Raine,,
173,Simon West,Brian Geraghty,,
81,Shawn Levy,Lee Majors,,
524,Michael Cimino,John Savage,,
278,Barry Levinson,John Michael Higgins,,
1090,Jim Fall,Alex Borstein,,
1091,Ric Roman Waugh,Nadine Velazquez,,
1092,Michael Dougherty,Allison Tolman,,
424,Robert Rodriguez,Clea DuVall,,
522,Brian Gibson,Dororthy Thorton,,
142,James Mangold,Janeane Garofalo,,
1093,Joel Gallen,Mia Kirshner,,
51,David Ayer,America Ferrera,,
297,Cameron Crowe,Bill Murray,,
50,Rob Cohen,William Petersen,,
1094,James Marsh,Simon McBurney,,
434,John Whitesell,Blair Underwood,,
1095,Matt Williams,Stockard Channing,,
768,David Lean,Jack Hawkins,,
1096,Rob Zombie,Margot Kidder,,
646,Jean-Marc Vallée,Gaby Hoffmann,,
1097,Dennis Iliadis,Martha MacIsaac,,
1065,Clare Kilner,Holland Taylor,,
1098,Rick Rosenthal,Bianca Kajlich,,
113,Louis Leterrier,Alexa Davalos,,
341,Rob Reiner,André the Giant,,
1099,Denzel Washington,John Heard,,
1100,Nicolas Winding Refn,Russ Tamblyn,,
1101,Sara Sugarman,Glenne Headly,,
1000,Nicholas Hytner,Kali Rocha,,
1102,Juan Carlos Fresnadillo,Catherine McCormack,,
498,Thomas Carter,Ser'Darius Blain,,
403,Wayne Wang,Eva Marie Saint,,
1103,Gina Prince-Bythewood,Omar Epps,,
480,George Armitage,Mitchell Ryan,,
1104,Phil Traill,Beth Grant,,
1105,Joe Berlinger,Kurt Loder,,
923,Andrew Fleming,Brenda Strong,,
697,Woody Allen,Penelope Wilton,,
1106,Elizabeth Allen Rosenbaum,Jason Spevack,,
1073,James Ivory,Ben Chaplin,,
603,Paul Thomas Anderson,Nina Hartley,,
1033,Robert Harmon,Joss Ackland,,
1107,Michael Mayer,Tim McGraw,,
1108,Martin Weisz,Jacob Vargas,,
1109,John Ottman,Jacinda Barrett,,
353,Jay Russell,Jonathan Jackson,,
1110,John Bonito,Drew Powell,,
1111,Peter Atencio,Keegan-Michael Key,,
933,Shana Feste,Tim McGraw,,
1112,David Nutter,Katharine Isabelle,,
1113,Derek Cianfrance,Angelo Anthony Pizza,,
147,Roger Donaldson,Will Patton,,
1114,Stephan Elliott,Geneviève Bujold,,
213,Kathryn Bigelow,Brian Geraghty,,
1115,Mark L. Lester,David Keith,,
744,Andrew Dominik,Ben Mendelsohn,,
914,Anton Corbijn,Homayoun Ershadi,,
1116,Tom Green,Eddie Kaye Thomas,,
1117,Mike Nawrocki,Phil Vischer,,
1118,Catherine Owens,Larry Mullen Jr.,,
1119,Douglas Aarniokoski,Adam Copeland,,
1120,Bryan Barber,Bobb'e J. Thompson,,
1121,Lone Scherfig,Rafe Spall,,
1122,Drew Barrymore,Alia Shawkat,,
1123,Brian Koppelman,Kevin Gage,,
1124,James Foley,Leland Orser,,
1125,Albert Brooks,Albert Brooks,,
570,Irwin Winkler,Sandra Nelson,,
697,Woody Allen,Mia Farrow,,
1126,Steve Gomer,Shirley Douglas,,
1127,RZA,Daniel Wu,,
103,Dean Parisot,Shelley Duvall,,
1128,Mark Piznarski,Elaine Hendrix,,
256,Terry Gilliam,Jim Broadbent,,
996,Sean McNamara,Jason Ritter,,
114,NA,Chris Bruno,,
376,Joel Coen,Steve Buscemi,,
1129,Craig Brewer,S. Epatha Merkerson,,
283,Ron Shelton,Michael Michele,,
791,Michael Winterbottom,Dan Futterman,,
1130,David Raynr,Marla Sokoloff,,
1131,Mort Nathan,Bob Gunton,,
519,Oliver Parker,Rupert Everett,,
1132,Dan Curtis,Estelle Parsons,,
1133,Wil Shriner,Tim Blake Nelson,,
1134,Martin McDonagh,Eric Godon,,
1135,Tina Gordon Chism,Diahann Carroll,,
1136,Peter Cattaneo,Josh Gad,,
1137,Vicky Jenson,Bobby Coleman,,
526,Gus Van Sant,Terry Kinney,,
697,Woody Allen,Conleth Hill,,
1138,Mary Lambert,A.J. Buckley,,
1079,Tommy Lee Jones,Guillermo Arriaga,,
1139,Peter Kassovitz,Michael Jeter,,
24,Shane Black,Larry Miller,,
1140,Rodman Flender,Elden Henson,,
508,David Lynch,Laura Harring,,
1141,Katja von Garnier,Chris Geere,,
697,Woody Allen,Ewen Bremner,,
1142,Mark Romanek,Charlotte Rampling,,
114,NA,Alessandro Nivola,,
1143,Brad Anderson,Mac McDonald,,
1144,Michael Chapman,Mike Muscat,,
1145,Antonio Banderas,Noah Emmerich,,
1011,Michael Haneke,Brady Corbet,,
1146,Khalil Sullins,Amber Marie Bollinger,,
843,Atom Egoyan,Gerard McSorley,,
1147,Fritz Lang,Rudolf Klein-Rogge,,
431,Pierre Morel,Dany Verissimo-Petit,,
450,Gary Fleder,Treat Williams,,
1148,Hsiao-Hsien Hou,Satoshi Tsumabuki,,
1014,Gregor Jordan,Leon,,
1149,Andrey Zvyagintsev,Nataliya Vdovina,,
1150,Tony Jaa,Sarunyu Wongkrachang,,
669,Neil Marshall,Dave Legeno,,
504,Russell Mulcahy,Conrad Dunn,,
1151,Ryûhei Kitamura,Leslie Bibb,,
1152,Darrell Roodt,Aubrey Poo,,
1153,Dito Montiel,Tracy Morgan,,
1154,Stefan Ruzowitzky,Edward Fox,,
1155,Jake Paltrow,Keith Allen,,
1156,Juraj Jakubisko,Franco Nero,,
1157,Anthony Silverston,Loretta Devine,,
1158,Gabe Ibáñez,Melanie Griffith,,
1159,Gerry Lively,Steven Elder,,
1160,Daniele Luchetti,Ferdinando Vetere,,
1161,Tung-Shing Yee,Yasuaki Kurata,,
1162,Julien Temple,Linus Roache,,
371,Harold Ramis,Willie Garson,,
1163,Gregory Jacobs,Kevin Nash,,
36,Baz Luhrmann,Brian Dennehy,,
1164,Gilles Paquet-Brenner,Arben Bajraktaraj,,
1165,Peter Cousens,Bart Shatto,,
327,Clint Eastwood,Frances Fisher,,
1166,Lars von Trier,Jean-Marc Barr,,
465,Danny Boyle,Ayush Mahesh Khedekar,,
452,Adrian Lyne,Anne Archer,,
294,Garry Marshall,Jason Alexander,,
1167,John Blanchard,Joe Flaherty,,
1168,John Cornell,John Meillon,,
1169,Vidhu Vinod Chopra,Chad Bishop,,
79,Oliver Stone,Stephen Baldwin,,
72,Jon Turteltaub,Malik Yoba,,
481,Patrick Lussier,Edi Gathegi,,
835,Ole Bornedal,Natasha Calis,,
489,Ted Kotcheff,Chris Mulkey,,
819,Sylvain White,Harry Lennix,,
683,Lewis Gilbert,Barbara Bach,,
114,NA,Jason Hawes,,
1170,Jamie Blanks,Julian Richings,,
492,Stephen Frears,Swoosie Kurtz,,
796,Tyler Perry,Jamie Kennedy,,
1171,Randal Kleiser,Susan Hogan,,
831,Bruce McCulloch,Molly Shannon,,
426,Phyllida Lloyd,Olivia Colman,,
1117,Mike Nawrocki,Shelby Vischer,,
266,John Singleton,Maya Angelou,,
399,Kevin Bray,Gino Salvano,,
549,Wes Craven,Allen Payne,,
1003,John Boorman,Ned Beatty,,
1004,Courtney Solomon,Vernon Dobtcheff,,
496,David Zucker,Molly Shannon,,
139,David Twohy,Marley Shelton,,
1172,Rick Famuyiwa,Lupe Ontiveros,,
1173,Alan Cohn,Poppy Montgomery,,
1174,Franco Zeffirelli,Paolo Seganti,,
1175,Tom Holland,Kari Wuhrer,,
49,Martin Scorsese,Mary Kay Place,,
438,Spike Lee,Isaiah Washington,,
617,Chris Rock,Wendell Pierce,,
1176,James Isaac,Lexa Doig,,
81,Shawn Levy,Lee Majors,,
1177,Emilio Estevez,Brian Geraghty,,
198,Mark Waters,China Chow,,
1178,Josh Schwartz,Osric Chau,,
1179,Julian Schnabel,Isaach De Bankolé,,
1180,Todd Field,Jane Adams,,
1181,Davis Guggenheim,Noam Jenkins,,
865,Tony Goldwyn,Tovah Feldshuh,,
121,Phillip Noyce,Bonnie Henna,,
1182,Stephen Carpenter,Candace Kroslak,,
1073,James Ivory,Nigel Whitmey,,
1114,Stephan Elliott,Kris Marshall,,
1183,James Fargo,Behrouz Vossoughi,,
955,Mike Leigh,Karl Johnson,,
1184,Alain Resnais,Edouard Baer,,
476,Costa-Gavras,Ulrich Mühe,,
1185,Chao-Bin Su,Kelly Lin,,
223,Neil Burger,Mark L. Young,,
1186,Kenneth Lonergan,John Gallagher Jr.,,
1187,Bo Zenga,Diora Baird,,
341,Rob Reiner,Aidan Quinn,,
107,Ang Lee,Anne Hathaway,,
89,Jonathan Liebesman,Jeremy Howard,,
942,Amy Heckerling,Elisa Donovan,,
961,Todd Haynes,Michael Gaston,,
615,Steve Pink,Collette Wolfe,,
114,NA,Olgierd Lukaszewicz,,
774,Philip Kaufman,Amelia Warner,,
1134,Martin McDonagh,Michael Stuhlbarg,,
1023,Kasi Lemmons,Aunjanue Ellis,,
114,NA,Jaroslaw Boberek,,
267,Oliver Hirschbiegel,Alexandra Maria Lara,,
316,Alejandro Amenábar,Tamar Novas,,
957,Jonathan Glazer,Alison Chand,,
278,Barry Levinson,Bruno Kirby,,
677,Hyung-rae Shim,Michael Rispoli,,
108,Jon M. Chu,Boys II Men,,
122,Darren Aronofsky,Mark Margolis,,
140,José Padilha,Jennifer Ehle,,
421,Francis Ford Coppola,Robert Duvall,,
498,Thomas Carter,Fredro Starr,,
201,Renny Harlin,Brooke Bundy,,
832,Patricia Riggen,Martin Henderson,,
1188,Danny Leiner,Marla Sokoloff,,
1189,Christopher Cain,Brian Keith,,
1190,Theodore Melfi,Reg E. Cathey,,
615,Steve Pink,Bryan Callen,,
628,Gil Junger,Andrew Keegan,,
1191,Ed Decter,Gene Simmons,,
1192,Gene Quintano,Bill Nunn,,
445,Jaume Collet-Serra,Sedona Legge,,
1193,Eric Bress,Cameron Bright,,
941,Chris Koch,Jean Smart,,
1194,Preston A. Whitmore II,Loretta Devine,,
951,Bob Clark,Ruby Dee,,
1195,Kirk Wong,Antonio Sabato Jr.,,
1196,Bronwen Hughes,Charlotte Sullivan,,
1197,John Lafia,Greg Germann,,
1198,Sam Miller,Henry Simmons,,
292,Frank Darabont,Jeffrey DeMunn,,
1199,Alex Garland,Corey Johnson,,
175,Spike Jonze,Mary Kay Place,,
1200,Mark Brown,Tamala Jones,,
148,Dave Green,Jason Gray-Stanford,,
473,John Stockwell,Rolando Molina,,
327,Clint Eastwood,Shidô Nakamura,,
1201,Michael Polish,Bruce Dern,,
1202,Daisy von Scherler Mayer,Dave Chappelle,,
1203,Lenny Abrahamson,Cas Anvar,,
1204,Bob Saget,Traylor Howard,,
1205,John Waters,Traci Lords,,
923,Andrew Fleming,Kirsten Dunst,,
739,Niels Arden Oplev,Lena Endre,,
1206,Craig Bolotin,Robert Ri'chard,,
1207,Mark Christopher,Sela Ward,,
1208,Blair Hayes,Marley Shelton,,
1209,Jez Butterworth,Ben Chaplin,,
904,Jon Lucas,Sarah Wright,,
1210,Olivier Assayas,Catalina Sandino Moreno,,
382,Rod Lurie,Peter Coyote,,
167,Paul Weitz,Christopher Evan Welch,,
1211,Patrice Leconte,Yves Jacques,,
843,Atom Egoyan,Natalie Lisinska,,
1212,Paul Mazursky,Paul Mazursky,,
475,Jim Sheridan,Ethan Suplee,,
860,Sidney Lumet,Alex Rocco,,
1213,Stephen Chbosky,Kate Walsh,,
1214,Jon Hess,Thomas Ian Griffith,,
861,Douglas McGrath,Hope Davis,,
791,Michael Winterbottom,Shirley Henderson,,
397,Mark Neveldine,Dougray Scott,,
1215,Joe Cornish,Jodie Whittaker,,
326,Angelina Jolie Pitt,Branko Djuric,,
1143,Brad Anderson,Roma Maffia,,
1216,John H. Lee,Jung-jae Lee,,
1217,John Stainton,Steve Bastoni,,
331,Glenn Ficarra,Annie Golden,,
224,Jean-Jacques Annaud,Gary Schwartz,,
1099,Denzel Washington,Derek Luke,,
789,Michael Hoffman,Rob Morrow,,
166,Tony Scott,Michael Rapaport,,
1218,Benedek Fliegauf,Hannah Murray,,
1124,James Foley,Jude Ciccolella,,
791,Michael Winterbottom,Jay R. Ferguson,,
1219,Paul Schrader,John Heard,,
1220,Stewart Hendler,Rumer Willis,,
1221,John Cromwell,Ronald Colman,,
318,Craig Gillespie,Paul Schneider,,
1222,Mark Herman,Cara Horgan,,
1166,Lars von Trier,Björk,,
1088,Gillian Armstrong,Clive Russell,,
1223,Abel Ferrara,Gretchen Mol,,
1123,Brian Koppelman,Richard Schiff,,
1224,Ethan Maniquis,Cheech Marin,,
1225,George Hickenlooper,Christian Campbell,,
282,Don Bluth,Bill Erwin,,
1226,Je-kyu Kang,Dong-gun Jang,,
1227,William Dear,Bruce McGill,,
411,William Friedkin,Lee J. Cobb,,
39,Steven Spielberg,Murray Hamilton,,
167,Paul Weitz,Natasha Lyonne,,
1228,Stéphane Aubier,Lambert Wilson,,
629,Michael Ritchie,Charlotte Lewis,,
136,Tim Story,Regina Hall,,
136,Tim Story,Cedric the Entertainer,,
770,Nicholas Meyer,Nichelle Nichols,,
52,Tom Shadyac,David Margulies,,
1229,John Badham,Ally Sheedy,,
111,Peter Weir,Lukas Haas,,
1230,Mike McCoy,Rorke Denver,,
545,Anne Fletcher,Josh Henderson,,
1231,Mike Judge,John Doman,,
170,Quentin Tarantino,Robert Forster,,
458,Jon Hurwitz,Beverly D'Angelo,,
149,Josh Trank,Ashley Hinshaw,,
532,Barbra Streisand,Steven Hill,,
256,Terry Gilliam,Kenny Baker,,
1232,Tamra Davis,Dave Allen,,
1233,Nima Nourizadeh,Oliver Cooper,,
1234,Franklin J. Schaffner,Bill Hickman,,
1142,Mark Romanek,Connie Nielsen,,
1235,John Erick Dowdle,Dania Ramirez,,
1236,David Moreau,Obba Babatundé,,
1237,Christopher Erskin,Shad Moss,,
402,Jesse Dylan,T.J. Thyne,,
1238,Brian Henson,Steve Whitmire,,
31,Martin Campbell,Ivana Milicevic,,
509,Julie Taymor,Valeria Golino,,
1239,Dan Cutforth,Anthony Burrell,,
1240,Josh Boone,Nat Wolff,,
391,John Dahl,Gretchen Mol,,
617,Chris Rock,J.B. Smoove,,
408,John Frankenheimer,Robert Foxworth,,
388,David Koepp,Lusia Strus,,
114,NA,Viva Bianca,,
492,Stephen Frears,Peter Hermann,,
935,Mike Binder,Joan Allen,,
1234,Franklin J. Schaffner,Steve Guttenberg,,
1106,Elizabeth Allen Rosenbaum,Dichen Lachman,,
1241,Jake Schreier,Meg Crosbie,,
1242,Cheryl Dunye,Bai Ling,,
691,Alexander Payne,Will Forte,,
1243,Ernest R. Dickerson,Gary Farmer,,
345,Tim Hill,Larry Miller,,
690,Jason Reitman,Collette Wolfe,,
397,Mark Neveldine,Jose Pablo Cantillo,,
1244,Lionel C. Martin,Lark Voorhies,,
478,Richard LaGravenese,Jenette Goldstein,,
772,Sanaa Hamri,Mehcad Brooks,,
251,Jonathan Demme,Bill Irwin,,
785,Bob Rafelson,John Colicos,,
468,Peter Webber,Tom Wilkinson,,
73,Wolfgang Petersen,Herbert Grönemeyer,,
200,John Lee Hancock,Jordi Mollà,,
1245,Wallace Wolodarsky,Harland Williams,,
483,Richard Curtis,Lindsay Duncan,,
188,Yimou Zhang,Zhengyong Zhang,,
1246,Nicholas Jarecki,Reg E. Cathey,,
1247,Dean Israelite,Sofia Black-D'Elia,,
1248,Darnell Martin,Tammy Blanchard,,
1249,Scott Alexander,Sherman Hemsley,,
1250,Stuart Gordon,Clifton Collins Jr.,,
1251,Christopher Guest,Ed Begley Jr.,,
697,Woody Allen,Greg Mottola,,
351,Ryan Murphy,Dagmara Dominczyk,,
1061,Robert Iscove,Brian Dietzen,,
438,Spike Lee,Gretchen Mol,,
1252,Jane Campion,Susan Gardner,,
762,James Gray,Samantha Ivers,,
1253,Fred Schepisi,JJ Feild,,
589,Joon-ho Bong,Ah-sung Ko,,
151,Roger Spottiswoode,Paul Gleason,,
1254,Antonia Bird,David Arquette,,
1255,Jon Poll,Hope Davis,,
1256,Paolo Sorrentino,Serena Grandi,,
1257,Peter Care,Jake Richardson,,
1258,Chan-wook Park,Harmony Korine,,
595,Kar-Wai Wong,Maggie Cheung,,
1259,Ira Sachs,Timothy Webber,,
1260,Carroll Ballard,Campbell Scott,,
436,Neil Jordan,Alicja Bachleda,,
1261,Takeshi Kitano,James Shigeta,,
21,Anthony Russo,Andy Davoli,,
860,Sidney Lumet,Albert Brooks,,
1052,Vadim Perelman,Brett Cullen,,
322,Lawrence Kasdan,Sam Shepard,,
1262,Marco Kreuzpaintner,Alicja Bachleda,,
1263,Lajos Koltai,Bálint Péntek,,
1264,Alan Rudolph,Omar Epps,,
188,Yimou Zhang,Dahong Ni,,
728,Vincenzo Natali,Kari Matchett,,
1265,Chuan Lu,Ryu Kohata,,
120,Tim Johnson,April Winchell,,
1266,Lijun Sun,Rebecca Black,,
1267,Takashi Yamazaki,Hiroyuki Ikeuchi,,
201,Renny Harlin,Ana Imnadze,,
1268,Christopher Smith,Emma Lung,,
1269,Timothy Hines,Alexandra Callas,,
298,Randall Wallace,Rob Moran,,
130,Guy Ritchie,Jason Flemyng,,
1270,David Winters,Ginger Jensen,,
1138,Mary Lambert,Denise Crosby,,
1271,Akira Kurosawa,Akira Terao,,
1272,Jamie Thraves,Charlotte Sullivan,,
1273,Mabel Cheung,Hailu Qin,,
260,Joe Dante,Zach Galligan,,
143,George Lucas,Kenny Baker,,
1274,Dan Mazer,Jason Mantzoukas,,
768,David Lean,Geraldine Chaplin,,
565,Stephen Daldry,Daniel Zettel,,
354,Kenny Ortega,Corbin Bleu,,
364,David O. Russell,Melissa McMeekin,,
900,Jeff Tremaine,Chris Pontius,,
593,Jonathan Lynn,Lane Smith,,
1275,R.J. Cutler,Stacy Keach,,
883,Brian Trenchard-Smith,Christopher Sommers,,
1276,David S. Ward,Rene Russo,,
519,Oliver Parker,Tamsin Egerton,,
134,Joel Schumacher,Richard T. Jones,,
240,Adam Shankman,Paz de la Huerta,,
679,Tim Robbins,Robert Prosky,,
527,Roger Kumble,Eric Mabius,,
1028,Kevin Greutert,George Newbern,,
874,Mel Brooks,Dom DeLuise,,
1103,Gina Prince-Bythewood,Jennifer Hudson,,
1277,Rob Pritts,Peter Berg,,
210,Brian De Palma,Gregg Henry,,
597,Norman Jewison,Rod Steiger,,
625,Tobe Hooper,William Bassett,,
1278,John Crowley,Eva Birthistle,,
329,Stanley Kubrick,Hardy Krüger,,
1279,Brendan Malloy,Thomas Lennon,,
530,Reginald Hudlin,Tim Meadows,,
1280,Dustin Hoffman,Pauline Collins,,
1281,Gregory Poirier,David Ogden Stiers,,
826,Bill Paxton,Matt O'Leary,,
1282,Simon Curtis,Elizabeth McGovern,,
112,Bill Condon,Dylan Baker,,
7,Sam Raimi,Embeth Davidtz,,
1283,Dewey Nicks,Jim Rash,,
645,Lasse Hallström,Kevin Tighe,,
1284,Philip Saville,Scott Handy,,
955,Mike Leigh,Imelda Staunton,,
1202,Daisy von Scherler Mayer,Jimi Mistry,,
873,Mira Nair,Vincent Gallo,,
608,Ethan Coen,Alex Karpovsky,,
1285,Tim Blake Nelson,John Heard,,
1286,William A. Graham,Lisa Pelikan,,
1287,Martin Ritt,Samantha Eggar,,
1288,John Turturro,Eddie Izzard,,
1289,Agnieszka Holland,Angus Barnett,,
625,Tobe Hooper,Craig T. Nelson,,
888,Rowan Joffe,Geoff Bell,,
1290,David Hackl,Scott Patterson,,
1291,Giuliano Montaldo,Britt Ekland,,
1292,Lisa Azuelos,Alix Freihage,,
